indx,text
3443,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 863477000.0, Total Non Current Assets is 155000.0, Current Liabilities is 315795000.0, Total Non Current Liabilities Net Minority Interest is 36000.0, Stockholders Equity is 547801000.0, Market Cap is 268592672, Industry is Biotechnology, Employees is 75.0, City is Boston, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 3.185,.
"
3444,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 29727000.0, Total Non Current Assets is 103489000.0, Current Liabilities is 6503000.0, Total Non Current Liabilities Net Minority Interest is 8479000.0, Stockholders Equity is 118234000.0, Market Cap is 278328960, Industry is Utilities - Regulated Water, Employees is nan, City is Watkins, EBITDA Margins is 0.4989, Profit Margins is 0.40397, Gross Margins is 0.73966, Day High is 11.615,.
"
3445,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 37786000.0, Total Non Current Assets is 91443000.0, Current Liabilities is 10823000.0, Total Non Current Liabilities Net Minority Interest is 5410000.0, Stockholders Equity is 112996000.0, Market Cap is 278328960, Industry is Utilities - Regulated Water, Employees is nan, City is Watkins, EBITDA Margins is 0.4989, Profit Margins is 0.40397, Gross Margins is 0.73966, Day High is 11.615,.
"
3446,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 38715000.0, Total Non Current Assets is 78462000.0, Current Liabilities is 12460000.0, Total Non Current Liabilities Net Minority Interest is 1977000.0, Stockholders Equity is 102740000.0, Market Cap is 278328960, Industry is Utilities - Regulated Water, Employees is nan, City is Watkins, EBITDA Margins is 0.4989, Profit Margins is 0.40397, Gross Margins is 0.73966, Day High is 11.615,.
"
3447,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 196702000.0, Total Non Current Assets is 27233000.0, Current Liabilities is 10457000.0, Total Non Current Liabilities Net Minority Interest is 17895000.0, Stockholders Equity is 195583000.0, Market Cap is 392618784, Industry is Biotechnology, Employees is 88.0, City is Boston, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 7.895,.
"
3448,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 153704000.0, Total Non Current Assets is 6326000.0, Current Liabilities is 7355000.0, Total Non Current Liabilities Net Minority Interest is 360000.0, Stockholders Equity is 152315000.0, Market Cap is 392618784, Industry is Biotechnology, Employees is 88.0, City is Boston, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 7.895,.
"
3449,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 18455000.0, Total Non Current Assets is 3649000.0, Current Liabilities is 2661000.0, Total Non Current Liabilities Net Minority Interest is 80000.0, Stockholders Equity is 19363000.0, Market Cap is 392618784, Industry is Biotechnology, Employees is 88.0, City is Boston, EBITDA Margins is nan, Profit Margins is nan, Gross Margins is nan, Day High is 7.895,.
"
3450,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 419989000.0, Total Non Current Assets is 754142000.0, Current Liabilities is 433726000.0, Total Non Current Liabilities Net Minority Interest is 545563000.0, Stockholders Equity is 194842000.0, Market Cap is 996853696, Industry is Drug Manufacturers - Specialty & Generic, Employees is 197.0, City is Stoughton, EBITDA Margins is 0.61047, Profit Margins is 0.14784001, Gross Margins is 0.86665, Day High is 31.53,.
"
3451,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 315543000.0, Total Non Current Assets is 376534000.0, Current Liabilities is 279566000.0, Total Non Current Liabilities Net Minority Interest is 209583000.0, Stockholders Equity is 202928000.0, Market Cap is 996853696, Industry is Drug Manufacturers - Specialty & Generic, Employees is 197.0, City is Stoughton, EBITDA Margins is 0.61047, Profit Margins is 0.14784001, Gross Margins is 0.86665, Day High is 31.53,.
"
3452,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 277888000.0, Total Non Current Assets is 365953000.0, Current Liabilities is 239451000.0, Total Non Current Liabilities Net Minority Interest is 218359000.0, Stockholders Equity is 186031000.0, Market Cap is 996853696, Industry is Drug Manufacturers - Specialty & Generic, Employees is 197.0, City is Stoughton, EBITDA Margins is 0.61047, Profit Margins is 0.14784001, Gross Margins is 0.86665, Day High is 31.53,.
"
3453,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 157230000.0, Total Non Current Assets is 1448462000.0, Current Liabilities is 127020000.0, Total Non Current Liabilities Net Minority Interest is 420249000.0, Stockholders Equity is 1048830000.0, Market Cap is 1153045120, Industry is REIT - Retail, Employees is 28.0, City is Dallas, EBITDA Margins is 0.75605005, Profit Margins is -0.029679999, Gross Margins is 0.88367, Day High is 14.175,.
"
3454,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 17089000.0, Total Non Current Assets is 1051352000.0, Current Liabilities is 72948000.0, Total Non Current Liabilities Net Minority Interest is 205678000.0, Stockholders Equity is 779170000.0, Market Cap is 1153045120, Industry is REIT - Retail, Employees is 28.0, City is Dallas, EBITDA Margins is 0.75605005, Profit Margins is -0.029679999, Gross Margins is 0.88367, Day High is 14.175,.
"
3455,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 111331000.0, Total Non Current Assets is 614484000.0, Current Liabilities is 4901000.0, Total Non Current Liabilities Net Minority Interest is 192841000.0, Stockholders Equity is 494098000.0, Market Cap is 1153045120, Industry is REIT - Retail, Employees is 28.0, City is Dallas, EBITDA Margins is 0.75605005, Profit Margins is -0.029679999, Gross Margins is 0.88367, Day High is 14.175,.
"
3456,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1390700000.0, Total Non Current Assets is 2369500000.0, Current Liabilities is 689400000.0, Total Non Current Liabilities Net Minority Interest is 2650500000.0, Stockholders Equity is 420300000.0, Market Cap is 166742016, Industry is Specialty Chemicals, Employees is 2790.0, City is Wayne, EBITDA Margins is 0.05335, Profit Margins is -0.14043, Gross Margins is 0.06514, Day High is 4.81,.
"
3457,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1978500000.0, Total Non Current Assets is 2733700000.0, Current Liabilities is 914400000.0, Total Non Current Liabilities Net Minority Interest is 2784700000.0, Stockholders Equity is 1013100000.0, Market Cap is 166742016, Industry is Specialty Chemicals, Employees is 2790.0, City is Wayne, EBITDA Margins is 0.05335, Profit Margins is -0.14043, Gross Margins is 0.06514, Day High is 4.81,.
"
3458,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1517100000.0, Total Non Current Assets is 1328100000.0, Current Liabilities is 533300000.0, Total Non Current Liabilities Net Minority Interest is 1721600000.0, Stockholders Equity is 590300000.0, Market Cap is 166742016, Industry is Specialty Chemicals, Employees is 2790.0, City is Wayne, EBITDA Margins is 0.05335, Profit Margins is -0.14043, Gross Margins is 0.06514, Day High is 4.81,.
"
3459,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 96167000.0, Total Non Current Assets is 161531000.0, Current Liabilities is 94739000.0, Total Non Current Liabilities Net Minority Interest is 93069000.0, Stockholders Equity is 69664000.0, Market Cap is 1709435776, Industry is Aerospace & Defense, Employees is 700.0, City is Jacksonville, EBITDA Margins is -0.04458, Profit Margins is -0.186, Gross Margins is 0.16966, Day High is 26.08,.
"
3460,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 55216000.0, Total Non Current Assets is 206540000.0, Current Liabilities is 51238000.0, Total Non Current Liabilities Net Minority Interest is 103296000.0, Stockholders Equity is 107222000.0, Market Cap is 1709435776, Industry is Aerospace & Defense, Employees is 700.0, City is Jacksonville, EBITDA Margins is -0.04458, Profit Margins is -0.186, Gross Margins is 0.16966, Day High is 26.08,.
"
3461,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 39306000.0, Total Non Current Assets is 117468000.0, Current Liabilities is 33564000.0, Total Non Current Liabilities Net Minority Interest is 84015000.0, Stockholders Equity is 39195000.0, Market Cap is 1709435776, Industry is Aerospace & Defense, Employees is 700.0, City is Jacksonville, EBITDA Margins is -0.04458, Profit Margins is -0.186, Gross Margins is 0.16966, Day High is 26.08,.
"
3462,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 877107000.0, Total Non Current Assets is 1128501000.0, Current Liabilities is 634477000.0, Total Non Current Liabilities Net Minority Interest is 264088000.0, Stockholders Equity is 1107043000.0, Market Cap is 2891761408, Industry is Discount Stores, Employees is 12000.0, City is San Diego, EBITDA Margins is 0.06222, Profit Margins is 0.02826, Gross Margins is 0.17235, Day High is 95.052,.
"
3463,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 773579000.0, Total Non Current Assets is 1034821000.0, Current Liabilities is 579456000.0, Total Non Current Liabilities Net Minority Interest is 237871000.0, Stockholders Equity is 991073000.0, Market Cap is 2891761408, Industry is Discount Stores, Employees is 12000.0, City is San Diego, EBITDA Margins is 0.06222, Profit Margins is 0.02826, Gross Margins is 0.17235, Day High is 95.052,.
"
3464,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 697204000.0, Total Non Current Assets is 1008586000.0, Current Liabilities is 533552000.0, Total Non Current Liabilities Net Minority Interest is 256024000.0, Stockholders Equity is 915345000.0, Market Cap is 2891761408, Industry is Discount Stores, Employees is 12000.0, City is San Diego, EBITDA Margins is 0.06222, Profit Margins is 0.02826, Gross Margins is 0.17235, Day High is 95.052,.
"
3465,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 415895000.0, Total Non Current Assets is 2749110000.0, Current Liabilities is 628358000.0, Total Non Current Liabilities Net Minority Interest is 1963193000.0, Stockholders Equity is 572750000.0, Market Cap is 13991151616, Industry is Software - Application, Employees is 5200.0, City is Exton, EBITDA Margins is 0.26569998, Profit Margins is 0.27725, Gross Margins is 0.80776, Day High is 46.44,.
"
3466,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 615831000.0, Total Non Current Assets is 2043412000.0, Current Liabilities is 593874000.0, Total Non Current Liabilities Net Minority Interest is 1656147000.0, Stockholders Equity is 409222000.0, Market Cap is 13991151616, Industry is Software - Application, Employees is 5200.0, City is Exton, EBITDA Margins is 0.26569998, Profit Margins is 0.27725, Gross Margins is 0.80776, Day High is 46.44,.
"
3467,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 340258000.0, Total Non Current Assets is 785777000.0, Current Liabilities is 465555000.0, Total Non Current Liabilities Net Minority Interest is 318881000.0, Stockholders Equity is 341599000.0, Market Cap is 13991151616, Industry is Software - Application, Employees is 5200.0, City is Exton, EBITDA Margins is 0.26569998, Profit Margins is 0.27725, Gross Margins is 0.80776, Day High is 46.44,.
"
3468,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1271313000.0, Total Non Current Assets is 6393980000.0, Current Liabilities is 1155151000.0, Total Non Current Liabilities Net Minority Interest is 5119535000.0, Stockholders Equity is 1121922000.0, Market Cap is 2376050944, Industry is Medical Care Facilities, Employees is 38400.0, City is Mechanicsburg, EBITDA Margins is 0.11757, Profit Margins is 0.03966, Gross Margins is 0.20120001, Day High is 18.8,.
"
3469,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1139439000.0, Total Non Current Assets is 6220732000.0, Current Liabilities is 1273077000.0, Total Non Current Liabilities Net Minority Interest is 4722159000.0, Stockholders Equity is 1109981000.0, Market Cap is 2376050944, Industry is Medical Care Facilities, Employees is 38400.0, City is Mechanicsburg, EBITDA Margins is 0.11757, Profit Margins is 0.03966, Gross Margins is 0.20120001, Day High is 18.8,.
"
3470,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1594000000.0, Total Non Current Assets is 6061399000.0, Current Liabilities is 1438366000.0, Total Non Current Liabilities Net Minority Interest is 4565889000.0, Stockholders Equity is 1060480000.0, Market Cap is 2376050944, Industry is Medical Care Facilities, Employees is 38400.0, City is Mechanicsburg, EBITDA Margins is 0.11757, Profit Margins is 0.03966, Gross Margins is 0.20120001, Day High is 18.8,.
"
3471,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 420519000.0, Total Non Current Assets is 820693000.0, Current Liabilities is 164522000.0, Total Non Current Liabilities Net Minority Interest is 499104000.0, Stockholders Equity is 577586000.0, Market Cap is 5263906816, Industry is Scientific & Technical Instruments, Employees is 2900.0, City is Bedford, EBITDA Margins is 0.17825001, Profit Margins is 0.065170005, Gross Margins is 0.43877, Day High is 146.835,.
"
3472,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 373825000.0, Total Non Current Assets is 854058000.0, Current Liabilities is 183938000.0, Total Non Current Liabilities Net Minority Interest is 522654000.0, Stockholders Equity is 521291000.0, Market Cap is 5263906816, Industry is Scientific & Technical Instruments, Employees is 2900.0, City is Bedford, EBITDA Margins is 0.17825001, Profit Margins is 0.065170005, Gross Margins is 0.43877, Day High is 146.835,.
"
3473,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 304173000.0, Total Non Current Assets is 561006000.0, Current Liabilities is 114229000.0, Total Non Current Liabilities Net Minority Interest is 274141000.0, Stockholders Equity is 476809000.0, Market Cap is 5263906816, Industry is Scientific & Technical Instruments, Employees is 2900.0, City is Bedford, EBITDA Margins is 0.17825001, Profit Margins is 0.065170005, Gross Margins is 0.43877, Day High is 146.835,.
"
3474,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 342252000.0, Total Non Current Assets is 1230670000.0, Current Liabilities is 103158000.0, Total Non Current Liabilities Net Minority Interest is 390103000.0, Stockholders Equity is 1079661000.0, Market Cap is 2213584896, Industry is Health Information Services, Employees is 1338.0, City is Princeton, EBITDA Margins is 0.21242, Profit Margins is -0.083380006, Gross Margins is 0.59678, Day High is 13.9312,.
"
3475,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 274727000.0, Total Non Current Assets is 1237003000.0, Current Liabilities is 92225000.0, Total Non Current Liabilities Net Minority Interest is 377656000.0, Stockholders Equity is 1041849000.0, Market Cap is 2213584896, Industry is Health Information Services, Employees is 1338.0, City is Princeton, EBITDA Margins is 0.21242, Profit Margins is -0.083380006, Gross Margins is 0.59678, Day High is 13.9312,.
"
3476,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 346584000.0, Total Non Current Assets is 922816000.0, Current Liabilities is 75345000.0, Total Non Current Liabilities Net Minority Interest is 371923000.0, Stockholders Equity is 822132000.0, Market Cap is 2213584896, Industry is Health Information Services, Employees is 1338.0, City is Princeton, EBITDA Margins is 0.21242, Profit Margins is -0.083380006, Gross Margins is 0.59678, Day High is 13.9312,.
"
3477,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 561292000.0, Total Non Current Assets is 1782584000.0, Current Liabilities is 189716000.0, Total Non Current Liabilities Net Minority Interest is 743847000.0, Stockholders Equity is 1410313000.0, Market Cap is 7036336128, Industry is Building Products & Equipment, Employees is 2236.0, City is Chicago, EBITDA Margins is 0.24080999, Profit Margins is 0.11083, Gross Margins is 0.37608, Day High is 49.21,.
"
3478,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 519130000.0, Total Non Current Assets is 1852497000.0, Current Liabilities is 182491000.0, Total Non Current Liabilities Net Minority Interest is 758429000.0, Stockholders Equity is 1430707000.0, Market Cap is 7036336128, Industry is Building Products & Equipment, Employees is 2236.0, City is Chicago, EBITDA Margins is 0.24080999, Profit Margins is 0.11083, Gross Margins is 0.37608, Day High is 49.21,.
"
3479,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 532398000.0, Total Non Current Assets is 1655436000.0, Current Liabilities is 170407000.0, Total Non Current Liabilities Net Minority Interest is 590263000.0, Stockholders Equity is 1427164000.0, Market Cap is 7036336128, Industry is Building Products & Equipment, Employees is 2236.0, City is Chicago, EBITDA Margins is 0.24080999, Profit Margins is 0.11083, Gross Margins is 0.37608, Day High is 49.21,.
"
3480,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1270000000.0, Total Non Current Assets is 1299000000.0, Current Liabilities is 533000000.0, Total Non Current Liabilities Net Minority Interest is 1175000000.0, Stockholders Equity is 861000000.0, Market Cap is 2428626432, Industry is Travel Services, Employees is 2890.0, City is Needham, EBITDA Margins is 0.08931, Profit Margins is 0.01985, Gross Margins is 0.90959, Day High is 17.8,.
"
3481,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 940000000.0, Total Non Current Assets is 1349000000.0, Current Liabilities is 357000000.0, Total Non Current Liabilities Net Minority Interest is 1143000000.0, Stockholders Equity is 789000000.0, Market Cap is 2428626432, Industry is Travel Services, Employees is 2890.0, City is Needham, EBITDA Margins is 0.08931, Profit Margins is 0.01985, Gross Margins is 0.90959, Day High is 17.8,.
"
3482,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 573000000.0, Total Non Current Assets is 1396000000.0, Current Liabilities is 242000000.0, Total Non Current Liabilities Net Minority Interest is 841000000.0, Stockholders Equity is 886000000.0, Market Cap is 2428626432, Industry is Travel Services, Employees is 2890.0, City is Needham, EBITDA Margins is 0.08931, Profit Margins is 0.01985, Gross Margins is 0.90959, Day High is 17.8,.
"
3483,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 175979000.0, Total Non Current Assets is 176030000.0, Current Liabilities is 34151000.0, Total Non Current Liabilities Net Minority Interest is 15545000.0, Stockholders Equity is 302313000.0, Market Cap is 217885280, Industry is Electronic Gaming & Multimedia, Employees is 697.0, City is Las Vegas, EBITDA Margins is 0.13372, Profit Margins is -0.08748999, Gross Margins is 0.75105006, Day High is 1.755,.
"
3484,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 241784000.0, Total Non Current Assets is 93060000.0, Current Liabilities is 29913000.0, Total Non Current Liabilities Net Minority Interest is 1464000.0, Stockholders Equity is 303467000.0, Market Cap is 217885280, Industry is Electronic Gaming & Multimedia, Employees is 697.0, City is Las Vegas, EBITDA Margins is 0.13372, Profit Margins is -0.08748999, Gross Margins is 0.75105006, Day High is 1.755,.
"
3485,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 77785000.0, Total Non Current Assets is 56676000.0, Current Liabilities is 33806000.0, Total Non Current Liabilities Net Minority Interest is 4576000.0, Stockholders Equity is 96079000.0, Market Cap is 217885280, Industry is Electronic Gaming & Multimedia, Employees is 697.0, City is Las Vegas, EBITDA Margins is 0.13372, Profit Margins is -0.08748999, Gross Margins is 0.75105006, Day High is 1.755,.
"
3486,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 310600000.0, Total Non Current Assets is 2814900000.0, Current Liabilities is 122700000.0, Total Non Current Liabilities Net Minority Interest is 287900000.0, Stockholders Equity is 2718800000.0, Market Cap is 1215268096, Industry is Restaurants, Employees is 7741.0, City is Las Vegas, EBITDA Margins is -0.26369, Profit Margins is -0.69994, Gross Margins is 0.03031, Day High is 19.47,.
"
3487,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 121600000.0, Total Non Current Assets is 3768000000.0, Current Liabilities is 179500000.0, Total Non Current Liabilities Net Minority Interest is 369000000.0, Stockholders Equity is 3335300000.0, Market Cap is 1215268096, Industry is Restaurants, Employees is 7741.0, City is Las Vegas, EBITDA Margins is -0.26369, Profit Margins is -0.69994, Gross Margins is 0.03031, Day High is 19.47,.
"
3488,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 844200000.0, Total Non Current Assets is 3769200000.0, Current Liabilities is 202000000.0, Total Non Current Liabilities Net Minority Interest is 626200000.0, Stockholders Equity is 3779600000.0, Market Cap is 1215268096, Industry is Restaurants, Employees is 7741.0, City is Las Vegas, EBITDA Margins is -0.26369, Profit Margins is -0.69994, Gross Margins is 0.03031, Day High is 19.47,.
"
3489,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 934780000.0, Total Non Current Assets is 1046834000.0, Current Liabilities is 272153000.0, Total Non Current Liabilities Net Minority Interest is 709863000.0, Stockholders Equity is 999598000.0, Market Cap is 3209466112, Industry is Specialty Chemicals, Employees is 3956.0, City is Milwaukee, EBITDA Margins is 0.16160999, Profit Margins is 0.05799, Gross Margins is 0.31895, Day High is 76.19,.
"
3490,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 741153000.0, Total Non Current Assets is 1004340000.0, Current Liabilities is 232305000.0, Total Non Current Liabilities Net Minority Interest is 574763000.0, Stockholders Equity is 938425000.0, Market Cap is 3209466112, Industry is Specialty Chemicals, Employees is 3956.0, City is Milwaukee, EBITDA Margins is 0.16160999, Profit Margins is 0.05799, Gross Margins is 0.31895, Day High is 76.19,.
"
3491,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 741586000.0, Total Non Current Assets is 999274000.0, Current Liabilities is 215955000.0, Total Non Current Liabilities Net Minority Interest is 590569000.0, Stockholders Equity is 934336000.0, Market Cap is 3209466112, Industry is Specialty Chemicals, Employees is 3956.0, City is Milwaukee, EBITDA Margins is 0.16160999, Profit Margins is 0.05799, Gross Margins is 0.31895, Day High is 76.19,.
"
3492,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 409551000.0, Total Non Current Assets is 242554000.0, Current Liabilities is 177692000.0, Total Non Current Liabilities Net Minority Interest is 193471000.0, Stockholders Equity is 280942000.0, Market Cap is 116843776, Industry is Auto Parts, Employees is 4850.0, City is Novi, EBITDA Margins is 0.050819997, Profit Margins is -0.00803, Gross Margins is 0.20979999, Day High is 4.35,.
"
3493,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 410824000.0, Total Non Current Assets is 254575000.0, Current Liabilities is 173066000.0, Total Non Current Liabilities Net Minority Interest is 196383000.0, Stockholders Equity is 295950000.0, Market Cap is 116843776, Industry is Auto Parts, Employees is 4850.0, City is Novi, EBITDA Margins is 0.050819997, Profit Margins is -0.00803, Gross Margins is 0.20979999, Day High is 4.35,.
"
3494,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 334664000.0, Total Non Current Assets is 286744000.0, Current Liabilities is 146048000.0, Total Non Current Liabilities Net Minority Interest is 178726000.0, Stockholders Equity is 296634000.0, Market Cap is 116843776, Industry is Auto Parts, Employees is 4850.0, City is Novi, EBITDA Margins is 0.050819997, Profit Margins is -0.00803, Gross Margins is 0.20979999, Day High is 4.35,.
"
3495,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 829584000.0, Total Non Current Assets is 1548494000.0, Current Liabilities is 498572000.0, Total Non Current Liabilities Net Minority Interest is 687950000.0, Stockholders Equity is 1168473000.0, Market Cap is 4402999296, Industry is Scientific & Technical Instruments, Employees is 5081.0, City is Liberty Lake, EBITDA Margins is 0.12915, Profit Margins is 0.093710005, Gross Margins is 0.3417, Day High is 99.1299,.
"
3496,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 749929000.0, Total Non Current Assets is 1643861000.0, Current Liabilities is 501344000.0, Total Non Current Liabilities Net Minority Interest is 749687000.0, Stockholders Equity is 1116077000.0, Market Cap is 4402999296, Industry is Scientific & Technical Instruments, Employees is 5081.0, City is Liberty Lake, EBITDA Margins is 0.12915, Profit Margins is 0.093710005, Gross Margins is 0.3417, Day High is 99.1299,.
"
3497,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 930262000.0, Total Non Current Assets is 1676761000.0, Current Liabilities is 549899000.0, Total Non Current Liabilities Net Minority Interest is 1216851000.0, Stockholders Equity is 816548000.0, Market Cap is 4402999296, Industry is Scientific & Technical Instruments, Employees is 5081.0, City is Liberty Lake, EBITDA Margins is 0.12915, Profit Margins is 0.093710005, Gross Margins is 0.3417, Day High is 99.1299,.
"
3498,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 61140000.0, Total Non Current Assets is 91121000.0, Current Liabilities is 10875000.0, Total Non Current Liabilities Net Minority Interest is 41501000.0, Stockholders Equity is 99885000.0, Market Cap is 434191232, Industry is Drug Manufacturers - Specialty & Generic, Employees is 210.0, City is Hollister, EBITDA Margins is -0.62352, Profit Margins is -0.87165, Gross Margins is 0.17713, Day High is 8.49,.
"
3499,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 101204000.0, Total Non Current Assets is 65307000.0, Current Liabilities is 7743000.0, Total Non Current Liabilities Net Minority Interest is 15565000.0, Stockholders Equity is 143203000.0, Market Cap is 434191232, Industry is Drug Manufacturers - Specialty & Generic, Employees is 210.0, City is Hollister, EBITDA Margins is -0.62352, Profit Margins is -0.87165, Gross Margins is 0.17713, Day High is 8.49,.
"
3500,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 16414000.0, Total Non Current Assets is 46497000.0, Current Liabilities is 3962000.0, Total Non Current Liabilities Net Minority Interest is 42182000.0, Stockholders Equity is 16767000.0, Market Cap is 434191232, Industry is Drug Manufacturers - Specialty & Generic, Employees is 210.0, City is Hollister, EBITDA Margins is -0.62352, Profit Margins is -0.87165, Gross Margins is 0.17713, Day High is 8.49,.
"
3501,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 30659203000.0, Total Non Current Assets is 11586237000.0, Current Liabilities is 25174139000.0, Total Non Current Liabilities Net Minority Interest is 4121277000.0, Stockholders Equity is 12893906000.0, Market Cap is 2764459008, Industry is Software - Infrastructure, Employees is nan, City is George Town, EBITDA Margins is 0.49150002, Profit Margins is 0.16686001, Gross Margins is 0.73166, Day High is 9.33,.
"
